
1.000e+00	1.000e+00	1.000e+00	2.099e+00
1.000e+00	1.000e+00	1.000e+00	1.999e+00
1.000e+00	1.000e+00	1.000e+00	1.930e+00
6.100e-02	1.276e-03	1.000e-03	2.802e+00
5.400e-02	8.566e-04	1.000e-03	2.557e+00
6.600e-02	1.421e-03	2.000e-03	2.232e+00
5.900e-02	1.417e-03	0.000e+00	2.330e+00
6.500e-02	1.361e-03	0.000e+00	2.411e+00
6.600e-02	1.421e-03	2.000e-03	2.518e+00
6.900e-02	1.094e-03	2.000e-03	1.815e+00
6.600e-02	1.548e-03	0.000e+00	1.775e+00
7.200e-02	1.556e-03	1.000e-03	1.920e+00
6.800e-02	1.301e-03	1.000e-03	3.037e+00
6.900e-02	9.976e-04	3.000e-03	2.956e+00
7.200e-02	1.613e-03	3.000e-03	2.798e+00
7.600e-02	1.685e-03	0.000e+00	2.408e+00
6.400e-02	1.399e-03	3.000e-03	2.156e+00
7.500e-02	1.304e-03	1.000e-03	1.975e+00
