5.0000e-02	1.0000e+00	0.0000e+00	1.0000e+00
1.0000e-01	1.0000e+00	1.0000e+00	1.0000e+00
1.5000e-01	1.0000e+00	1.0000e+00	1.0000e+00
2.0000e-01	1.0000e+00	1.0000e+00	1.0000e+00
2.5000e-01	1.0000e+00	1.0000e+00	1.0000e+00
3.0000e-01	1.0000e+00	1.0000e+00	1.0000e+00
3.5000e-01	1.0000e+00	1.0000e+00	1.0000e+00
4.0000e-01	1.0000e+00	1.0000e+00	1.0000e+00
4.5000e-01	1.0000e+00	1.0000e+00	1.0000e+00
5.0000e-01	1.0000e+00	1.0000e+00	1.0000e+00
5.5000e-01	1.0000e+00	1.0000e+00	1.0000e+00
6.0000e-01	1.0000e+00	1.0000e+00	1.0000e+00
6.5000e-01	1.0000e+00	1.0000e+00	1.0000e+00
7.0000e-01	1.0000e+00	1.0000e+00	1.0000e+00
7.5000e-01	1.0000e+00	1.0000e+00	1.0000e+00
8.0000e-01	1.0000e+00	1.0000e+00	1.0000e+00
8.5000e-01	1.0000e+00	1.0000e+00	1.0000e+00
9.0000e-01	1.0000e+00	1.0000e+00	1.0000e+00
9.5000e-01	1.0000e+00	1.0000e+00	1.0000e+00
1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
1.0500e+00	1.0000e+00	1.0000e+00	1.0000e+00
1.1000e+00	1.0000e+00	1.0000e+00	1.0000e+00
1.1500e+00	1.0000e+00	1.0000e+00	1.0000e+00
1.2000e+00	1.0000e+00	1.0000e+00	1.0000e+00
1.2500e+00	1.0000e+00	1.0000e+00	1.0000e+00
1.3000e+00	1.0000e+00	1.0000e+00	1.0000e+00
1.3500e+00	1.0000e+00	1.0000e+00	1.0000e+00
1.4000e+00	1.0000e+00	1.0000e+00	1.0000e+00
1.4500e+00	1.0000e+00	1.0000e+00	1.0000e+00
1.5000e+00	1.0000e+00	1.0000e+00	1.0000e+00
1.5500e+00	1.0000e+00	1.0000e+00	1.0000e+00
1.6000e+00	1.0000e+00	1.0000e+00	1.0000e+00
1.6500e+00	1.0000e+00	1.0000e+00	1.0000e+00
1.7000e+00	1.0000e+00	1.0000e+00	1.0000e+00
1.7500e+00	1.0000e+00	1.0000e+00	1.0000e+00
1.8000e+00	1.0000e+00	1.0000e+00	1.0000e+00
1.8500e+00	1.0000e+00	1.0000e+00	1.0000e+00
1.9000e+00	1.0000e+00	1.0000e+00	1.0000e+00
1.9500e+00	1.0000e+00	1.0000e+00	1.0000e+00
2.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
2.0500e+00	1.0000e+00	1.0000e+00	1.0000e+00
2.1000e+00	1.0000e+00	1.0000e+00	1.0000e+00
2.1500e+00	1.0000e+00	1.0000e+00	1.0000e+00
2.2000e+00	1.0000e+00	1.0000e+00	1.0000e+00
2.2500e+00	1.0000e+00	1.0000e+00	1.0000e+00
2.3000e+00	1.0000e+00	1.0000e+00	1.0000e+00
2.3500e+00	1.0000e+00	1.0000e+00	1.0000e+00
2.4000e+00	1.0000e+00	1.0000e+00	1.0000e+00
2.4500e+00	1.0000e+00	1.0000e+00	1.0000e+00
2.5000e+00	1.0000e+00	1.0000e+00	1.0000e+00
2.5500e+00	1.0000e+00	1.0000e+00	1.0000e+00
2.6000e+00	1.0000e+00	1.0000e+00	1.0000e+00
2.6500e+00	1.0000e+00	1.0000e+00	1.0000e+00
2.7000e+00	1.0000e+00	1.0000e+00	1.0000e+00
2.7500e+00	1.0000e+00	1.0000e+00	1.0000e+00
2.8000e+00	1.0000e+00	1.0000e+00	1.0000e+00
2.8500e+00	1.0000e+00	1.0000e+00	1.0000e+00
2.9000e+00	1.0000e+00	1.0000e+00	1.0000e+00
2.9500e+00	1.0000e+00	1.0000e+00	1.0000e+00
3.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
3.0500e+00	1.0000e+00	1.0000e+00	1.0000e+00
3.1000e+00	1.0000e+00	1.0000e+00	1.0000e+00
3.1500e+00	1.0000e+00	1.0000e+00	1.0000e+00
3.2000e+00	1.0000e+00	1.0000e+00	1.0000e+00
3.2500e+00	1.0000e+00	1.0000e+00	1.0000e+00
3.3000e+00	1.0000e+00	1.0000e+00	1.0000e+00
3.3500e+00	1.0000e+00	1.0000e+00	1.0000e+00
3.4000e+00	1.0000e+00	1.0000e+00	1.0000e+00
3.4500e+00	1.0000e+00	1.0000e+00	1.0000e+00
3.5000e+00	1.0000e+00	1.0000e+00	1.0000e+00
3.5500e+00	1.0000e+00	1.0000e+00	1.0000e+00
3.6000e+00	1.0000e+00	1.0000e+00	1.0000e+00
3.6500e+00	1.0000e+00	1.0000e+00	1.0000e+00
3.7000e+00	1.0000e+00	1.0000e+00	1.0000e+00
3.7500e+00	1.0000e+00	1.0000e+00	1.0000e+00
3.8000e+00	1.0000e+00	1.0000e+00	1.0000e+00
3.8500e+00	1.0000e+00	1.0000e+00	1.0000e+00
3.9000e+00	1.0000e+00	1.0000e+00	1.0000e+00
3.9500e+00	1.0000e+00	1.0000e+00	1.0000e+00
4.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
4.0500e+00	1.0000e+00	1.0000e+00	1.0000e+00
4.1000e+00	1.0000e+00	1.0000e+00	1.0000e+00
4.1500e+00	1.0000e+00	1.0000e+00	1.0000e+00
4.2000e+00	1.0000e+00	1.0000e+00	1.0000e+00
4.2500e+00	1.0000e+00	1.0000e+00	1.0000e+00
4.3000e+00	1.0000e+00	1.0000e+00	1.0000e+00
4.3500e+00	1.0000e+00	1.0000e+00	1.0000e+00
4.4000e+00	1.0000e+00	1.0000e+00	1.0000e+00
4.4500e+00	1.0000e+00	1.0000e+00	1.0000e+00
4.5000e+00	1.0000e+00	1.0000e+00	1.0000e+00
4.5500e+00	1.0000e+00	1.0000e+00	1.0000e+00
4.6000e+00	1.0000e+00	1.0000e+00	1.0000e+00
4.6500e+00	1.0000e+00	1.0000e+00	1.0000e+00
4.7000e+00	1.0000e+00	1.0000e+00	1.0000e+00
4.7500e+00	1.0000e+00	1.0000e+00	1.0000e+00
4.8000e+00	1.0000e+00	1.0000e+00	1.0000e+00
4.8500e+00	1.0000e+00	1.0000e+00	1.0000e+00
4.9000e+00	1.0000e+00	1.0000e+00	1.0000e+00
4.9500e+00	1.0000e+00	1.0000e+00	1.0000e+00
5.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
5.0000e-02	3.3333e-04	0.0000e+00	3.3333e-04
1.0000e-01	3.3333e-04	2.4491e-04	6.6667e-04
1.5000e-01	0.0000e+00	1.9725e-04	6.6667e-04
2.0000e-01	3.3333e-04	1.6238e-04	1.0000e-03
2.5000e-01	3.3333e-04	2.5117e-04	1.6667e-03
3.0000e-01	0.0000e+00	2.8383e-04	2.0000e-03
3.5000e-01	3.3333e-04	2.5721e-04	2.3333e-03
4.0000e-01	3.3333e-04	2.6673e-04	2.3333e-03
4.5000e-01	3.3333e-04	2.7413e-04	2.3333e-03
5.0000e-01	6.6667e-04	3.1088e-04	2.6667e-03
5.5000e-01	6.6667e-04	3.4980e-04	3.0000e-03
6.0000e-01	1.0000e-03	3.7932e-04	3.6667e-03
6.5000e-01	1.6667e-03	4.4427e-04	4.3333e-03
7.0000e-01	1.3333e-03	4.9940e-04	4.6667e-03
7.5000e-01	6.6667e-04	5.3651e-04	4.6667e-03
8.0000e-01	0.0000e+00	5.1945e-04	4.6667e-03
