
#System	 
0	 1	 2	 3	 	 Average	 Variance	 
0	 1	 2	 3	 	 Average f	 Variance f
    Simulation Times	 1.0433e+09	 1.0423e+09	 1.0416e+09	 1.0406e+09	 
              System	 7.8946e-06	 7.9716e-06	 6.2606e-06	 8.9180e-06	 7.7612e-06	 3.6520e-12	 2.3482e-07	 2.0339e-07	 1.9968e-07	 2.4025e-07	 2.1954e-07	 1.3172e-15	 
         Manual_Test	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 
                  PS	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 
        Thermo_CSAM1	 1.5893e-04	 1.4430e-04	 1.5681e-04	 1.5704e-04	 1.5427e-04	 1.3520e-10	 1.5958e-06	 1.4967e-06	 1.6071e-06	 1.6125e-06	 1.5780e-06	 8.9695e-15	 
        Thermo_CSAM2	 1.6622e-04	 1.7653e-04	 1.6638e-04	 1.7137e-04	 1.7013e-04	 7.1886e-11	 1.6744e-06	 1.7816e-06	 1.7108e-06	 1.7279e-06	 1.7237e-06	 5.9679e-15	 
        Thermo_CSAM3	 1.6300e-04	 1.7716e-04	 1.5366e-04	 1.8105e-04	 1.6872e-04	 4.8290e-10	 1.6735e-06	 1.7519e-06	 1.5888e-06	 1.7740e-06	 1.6970e-06	 2.1191e-14	 
        ASP_TC_CSAM1	 1.1930e-03	 1.1978e-03	 1.1954e-03	 1.2020e-03	 1.1971e-03	 4.4310e-11	 2.9823e-04	 2.9991e-04	 2.9887e-04	 2.9937e-04	 2.9910e-04	 1.5455e-12	 
        ASP_TC_CSAM2	 1.2606e-03	 1.2563e-03	 1.2612e-03	 1.2601e-03	 1.2596e-03	 1.4733e-11	 3.1425e-04	 3.1384e-04	 3.1457e-04	 3.1513e-04	 3.1445e-04	 8.8391e-13	 
        ASP_TC_CSAM3	 1.2588e-03	 1.2555e-03	 1.2616e-03	 1.2639e-03	 1.2599e-03	 4.0101e-11	 3.1482e-04	 3.1426e-04	 3.1539e-04	 3.1508e-04	 3.1489e-04	 6.8836e-13	 
 Comparator_TC_CSAM1	 3.2180e-04	 3.1793e-04	 3.1987e-04	 3.2256e-04	 3.2054e-04	 1.2888e-11	 2.0052e-05	 1.9950e-05	 2.0080e-05	 2.0095e-05	 2.0044e-05	 1.2812e-14	 
 Comparator_TC_CSAM2	 3.3712e-04	 3.3536e-04	 3.3550e-04	 3.3994e-04	 3.3698e-04	 1.3590e-11	 2.0919e-05	 2.0872e-05	 2.0913e-05	 2.1167e-05	 2.0968e-05	 5.4098e-14	 
 Comparator_TC_CSAM3	 3.3512e-04	 3.3506e-04	 3.3873e-04	 3.3378e-04	 3.3567e-04	 1.3615e-11	 2.0981e-05	 2.1017e-05	 2.1063e-05	 2.0879e-05	 2.0985e-05	 1.8255e-14	 
   DIAGNOSTIC_TESTER	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 
 PCSL_CSAM_RPS2_SDS2	 4.2377e-07	 3.3514e-07	 3.9600e-07	 4.7152e-07	 4.0661e-07	 9.7284e-15	 1.0160e-07	 9.1144e-08	 9.4082e-08	 1.0379e-07	 9.7652e-08	 1.0829e-16	 
