8.7590e+02	0.0000e+00
1.7518e+03	0.0000e+00
2.6277e+03	0.0000e+00
3.5036e+03	0.0000e+00
4.3795e+03	0.0000e+00
5.2554e+03	0.0000e+00
6.1313e+03	0.0000e+00
7.0072e+03	0.0000e+00
7.8831e+03	0.0000e+00
8.7590e+03	0.0000e+00
8.7590e+02	0.0000e+00
1.7518e+03	0.0000e+00
2.6277e+03	0.0000e+00
3.5036e+03	0.0000e+00
4.3795e+03	0.0000e+00
5.2554e+03	0.0000e+00
6.1313e+03	0.0000e+00
7.0072e+03	0.0000e+00
7.8831e+03	0.0000e+00
8.7590e+03	0.0000e+00
8.7590e+02	0.0000e+00
1.7518e+03	0.0000e+00
2.6277e+03	0.0000e+00
3.5036e+03	0.0000e+00
4.3795e+03	0.0000e+00
5.2554e+03	0.0000e+00
6.1313e+03	0.0000e+00
7.0072e+03	0.0000e+00
7.8831e+03	0.0000e+00
8.7590e+03	0.0000e+00
8.7590e+02	0.0000e+00
1.7518e+03	0.0000e+00
2.6277e+03	0.0000e+00
3.5036e+03	0.0000e+00
4.3795e+03	0.0000e+00
5.2554e+03	0.0000e+00
6.1313e+03	0.0000e+00
7.0072e+03	0.0000e+00
7.8831e+03	0.0000e+00
8.7590e+03	0.0000e+00
8.7590e+02	0.0000e+00
1.7518e+03	0.0000e+00
2.6277e+03	0.0000e+00
3.5036e+03	0.0000e+00
4.3795e+03	0.0000e+00
5.2554e+03	0.0000e+00
6.1313e+03	0.0000e+00
7.0072e+03	0.0000e+00
7.8831e+03	0.0000e+00
8.7590e+03	0.0000e+00
8.7590e+02	0.0000e+00
1.7518e+03	0.0000e+00
2.6277e+03	0.0000e+00
3.5036e+03	0.0000e+00
4.3795e+03	0.0000e+00
5.2554e+03	0.0000e+00
6.1313e+03	0.0000e+00
7.0072e+03	0.0000e+00
7.8831e+03	0.0000e+00
8.7590e+03	0.0000e+00
8.7590e+02	0.0000e+00
1.7518e+03	0.0000e+00
2.6277e+03	0.0000e+00
3.5036e+03	0.0000e+00
4.3795e+03	0.0000e+00
5.2554e+03	0.0000e+00
6.1313e+03	0.0000e+00
7.0072e+03	0.0000e+00
7.8831e+03	0.0000e+00
8.7590e+03	0.0000e+00
2.0000e+03	0.0000e+00
4.0000e+03	0.0000e+00
6.0000e+03	0.0000e+00
8.0000e+03	0.0000e+00
1.0000e+04	0.0000e+00
1.2000e+04	0.0000e+00
1.4000e+04	0.0000e+00
1.6000e+04	0.0000e+00
1.8000e+04	0.0000e+00
2.0000e+04	0.0000e+00
1.0000e+04	0.0000e+00
2.0000e+04	0.0000e+00
3.0000e+04	0.0000e+00
4.0000e+04	0.0000e+00
5.0000e+04	0.0000e+00
6.0000e+04	0.0000e+00
7.0000e+04	0.0000e+00
8.0000e+04	0.0000e+00
9.0000e+04	0.0000e+00
1.0000e+05	0.0000e+00
